,index,content,score,score_cat,detected_language
10719,3404,excellent interfaceprompt responsehigh accuracy matacuilously designed,5,positive,en
10720,3405,place an back icon in the sidebar the user don't know how to slide the sidebar and it's full in width covers the whole screen,4,neutral,en
10721,3406,no new features there is no updates ni scan option no photo generate option i was dissatisfied,1,negative,en
10722,3407,basic clean no ads,5,positive,en
10723,3407,finally a good android app and also seems super secure also most basic design ever seen also works with my language,5,positive,en
10724,3408,does not have feature to enable plain also the audio to text breaks at times,4,neutral,en
10725,3409,this app is very useful for study gives easy sentence for study but don't give diagrams so i give only 4 stars,4,neutral,en
10726,3410,this is a very impressive effort,5,positive,en
10727,3410,this app is awesomely fantastic and wonderful,5,positive,en
10728,3410,i believe it can also be improved upon,5,positive,en
10729,3410,well done,5,positive,en
10730,3411,no message limitation on how many times i could send per day bullcrap unlike other chariots plagued with subscription its enough for free and is worth subscribing i,5,positive,en
10731,3412,just really amazed at what is possible with chatgpt.,5,positive,en
10732,3412,it's like having your own virtual assistant with you wherever you got,5,positive,en
10733,3412,of course the key thing to remember is that this is ai not god therefore you won't get any prophetic words,5,positive,en
10734,3412,also keep in mind that chatgpt strength as a tool is only as good as the worker handling it therefore if you've stupid don't expect anything from it because you'll always use your tools incorrectly,5,positive,en
10735,3413,it keep saying check ur time and date and then ur internet connection takes to log in page but keep popping this errorunable to log in,1,negative,en
10736,3414,it is very useful to children for exam answers and all and also for math equation,4,neutral,en
10737,3415,good platform to get the required quality content,5,positive,en
10738,3415,also saving the time,5,positive,en
10739,3416,it is so amazing,5,positive,en
10740,3416,helping me sort out all types if writing researching and analysing problems,5,positive,en
10741,3416,thanks to science,5,positive,en
10742,3417,it doesn't work on my phone,1,negative,en
10743,3417,it says please make sure you have the latest version of google play when i try to log in with my email,1,negative,en
10744,3418,the information provided by chatgpt is wonderful .,5,positive,en
10745,3418,it explains in a easy way and it is more satisfaction .,5,positive,en
10746,3419,very effective thus far with its responses,5,positive,en
10747,3419,informative innovative and very useful,5,positive,en
10748,3420,awesome,5,positive,en
10749,3420,what,5,positive,en
10750,3420,you wanted a full and in depth explanation of my experience,5,positive,en
10751,3420,ha keep dreaming buddy,5,positive,en
10752,3421,chatgpt always always always useful,5,positive,en
10753,3421,very smart,5,positive,en
10754,3421,thank you developers for this kind app,5,positive,en
10755,3421,i am having a problem with my history though the settings were set to save the chats but it gets deleted and says error occurred,5,positive,en
10756,3421,try again later,5,positive,en
10757,3421,this has been going on for days,5,positive,en
10758,3421,i want to save our chats and retrieve lost chats,5,positive,en
10759,3422,fastest response time i have gotten from any platform for chatgpt.,5,positive,en
10760,3422,excellent build,5,positive,en
10761,3422,no bugs yet,5,positive,en
10762,3423,it doesn't know through which platform it operates and that's awesome be you are directly in interaction with the source,5,positive,en
10763,3424,love the experience but the database seems to be limited with info up to sep 2021. nearly two years in the dark,4,neutral,en
10764,3424,hope things will change...,4,neutral,en
10765,3425,best app ever,5,positive,en
10766,3425,whit this high programed up bot and air,5,positive,en
10767,3425,all solving from questions hard math and science to also creating apps,5,positive,en
10768,3425,amazing,5,positive,en
10769,3425,!,5,positive,en
10770,3426,chatgpt 4 is mindblowing.,5,positive,en
10771,3426,it really enables me and help me accomplish tasks i deemed impossible before,5,positive,en
10772,3427,unable to login or verify number for new account for no reason,1,negative,en
10773,3427,poor service,1,negative,en
10774,3428,powerful tool for generating text answering questions and automatic tasks,5,positive,en
10775,3428,must try app,5,positive,en
10776,3429,doesn't work anymore,2,negative,en
10777,3429,just freezes when i click on it,2,negative,en
10778,3430,i use this app for few times and i discover it is marvelous .,5,positive,en
10779,3430,really good,5,positive,en
10780,3430,i support it with my heart i,5,positive,en
10781,3431,it is a very powerful tools for brainstorming and research,5,positive,en
10782,3431,i use it in 50 of my office work,5,positive,en
10783,3432,it's very ok i'm not going to lie but when i try to enter and attempted many passwords and even though i rested my passwords it didn't let me in soooo,3,negative,en
10784,3433,this chatgpt app is like a person,5,positive,en
10785,3433,the most helpful app ever,5,positive,en
10786,3433,i won't feel lonely anymore,5,positive,en
10787,3433,i love it,5,positive,en
10788,3434,couldn't ask for a better assistant,5,positive,en
10789,3434,hoping for a voice model training feature,5,positive,en
10790,3435,amazing,5,positive,en
10791,3435,one this missing !,5,positive,en
10792,3435,!,5,positive,en
10793,3435,add find option so that one can search a certain info of the chat,5,positive,en
10794,3436,i so love chatty this all is just what i need i'm a learner i love to learn about anything and everything but i'm often left with a lot of questions and this app has all the answers for me,5,positive,en
