,index,content,score,score_cat
12683,4206,"it's Very good , intelligent, and very smart 🤓 it creates its own answers thats amazing 😍🤩🤩",5,positive
12684,4207,extremely grateful for the wonderful collaborative and collective benefit this technology brings to us all.,5,positive
12685,4208,A good app for knowledge and for project also As all the answers are in points which are so good👍,4,neutral
12686,4209,I love working with ChatGPT and finding out how special AI is for all of us to learn.,5,positive
12687,4210,I hope you keep in mind that's not the whole world is the USA.,3,negative
12688,4210,"so if I want certain important answers and researches I want them to be taken from studies, scientists (real scientists), and real data (all around the world )",3,negative
12689,4211,Missing one important feature: Long screen shot support.,4,neutral
12690,4212,I like it because it gives good explanations and at a very fast pace as well,5,positive
12691,4213,Most..of the information displayed by this app are very wrong .,1,negative
12692,4213,Very very poor answer,1,negative
12693,4214,"I want dark theme background or cool dark theme background, it's a perfect but more new update can make it more better...... ?",5,positive
12694,4215,I can't verify my phone number to enter this app.,1,negative
12695,4215,Such a trash app.,1,negative
12696,4216,"Finally it came as an app, I have been waiting for so long !",5,positive
12697,4216,!!!,5,positive
12698,4216,It is very nice and easy to use for everyone I highly recommend it,5,positive
12699,4217,Chatgpt is most powerful AI tool and very helpful.,5,positive
12700,4217,But it's not update,5,positive
12701,4218,Can't edit prompt.,3,negative
12702,4218,Have to copy and paste it again.,3,negative
12703,4219,Too much nice aap... in past time I was also using its website.. it makes me to code.,5,positive
12704,4219,easily it can help you if you will give correct instructions only.....,5,positive
12705,4220,It is best modern language I'm happy because technology is best nowadays but in this app some issue.,5,positive
12706,4220,ex-it provides information till 2023.please update information.Open Ai is best,5,positive
12707,4221,It's an amazing app.,5,positive
12708,4221,It clears all my doubt.,5,positive
12709,4221,"Excellent, superb.",5,positive
12710,4222,it's to very helpful apps.. and specially for students and for college notes,5,positive
12711,4223,"This is a new era in digital technology and if you are still not using this gift, I advise you to start as soon as possible.",5,positive
12712,4224,Useless thing.,1,negative
12713,4224,Can't sign up or sign in and therefore can't access what this thing is intended for.,1,negative
12714,4225,"One of the most important and powerful tools in my phone, of course it get five stars!",5,positive
12715,4225,!,5,positive
12716,4226,very useful for student and study & learning makes easy.,5,positive
12717,4227,I think it needed to upgrade if it has TTS service then I think it can become more helpful,5,positive
12718,4228,"Please add ""select all"" feature to enable selecting and copying all chat text in a session, including all questions and their answers.",4,neutral
12719,4229,"Quite impressive, this is way better than google, it'll give an information that you need.",5,positive
12720,4230,very good and compact app for chatgpt.,5,positive
12721,4230,does the job perfectly.,5,positive
12722,4231,"It is very helpful, very practical, very good.",5,positive
12723,4231,"So nice, so good.",5,positive
12724,4231,Giving a 100% / 5 stars for its good work.,5,positive
12725,4231,Love it so much.,5,positive
12726,4232,It have to do something better for voice into text converter.🧐🧐😥😟,3,negative
12727,4233,best and better no bug but add New information and current data .,3,negative
12728,4234,Very much helping and different results from other online sources.,5,positive
12729,4235,it is very useful for children and could help many people with their problems,5,positive
12730,4236,"I am really grateful for the amazing works this app is helping me with, more especially in school",5,positive
12731,4237,"Not working on my Phone, it says to me that the carrier assosiated with this phone is not supported please help",1,negative
12732,4238,Wow!This is amazing probaly best free app to use.I like the way they need to take permission from parents.10/10 😍😍😍😍😍Loving this app,5,positive
12733,4239,"ChatGPT with a perfect UI for Android, what else do you need ?",5,positive
12734,4240,Easy to use.,5,positive
12735,4240,I love the speech to text finctionality.,5,positive
12736,4241,Highly effective and surprisingly accurate responses.,5,positive
12737,4242,It's A really Good App If You Ask Me.,5,positive
12738,4242,In Today's World AI Is A Need For Everyone And ChatGPT Is Just The Beginning of this Many more Is To happen And we are about to experience a very technological world now.,5,positive
12739,4242,Thank You,5,positive
12740,4243,Unable to log in.,1,negative
12741,4243,Multiple attempts but still error pops up.,1,negative
12742,4244,Sometimes the answers are wrong but most times it is correct.,4,neutral
12743,4244,I love the app,4,neutral
12744,4245,This is a very nice app but it should at least contain voice content,4,neutral
12745,4246,An incredible experience.,5,positive
12746,4246,Looking forward to future capabilities.,5,positive
12747,4247,App good but text to feature not there please update text to image and voiceover,4,neutral
12748,4248,Worst app ever what I ask him he doesn't understand and gives worst response to me and when I ask again he doesn't fix the mistake he does more mistakes fix you're app for got sake,1,negative
12749,4249,Great app!,5,positive
12750,4249,Believe me if you can handle it properly it is very useful.,5,positive
12751,4250,help is needed is really time saving to get answers when one is running out of ideas,5,positive
12752,4251,Best of best ChatGPT app.,5,positive
12753,4251,I can't imagine any another application besides this just wow 😊😀😃.,5,positive
12754,4252,it is so awesome and helpful.,5,positive
12755,4252,I definitely recommend it to students,5,positive
12756,4253,I think it should also provide photos for more precise response,4,neutral
12757,4254,The app is very good for finding information about any thing.I found it really helpful.,4,neutral
12758,4255,Can't edit text after sending.,3,negative
12759,4255,No audio.,3,negative
12760,4256,Great app very useful and easy to understand and very quick response,5,positive
12761,4257,It needs to be updated.,2,negative
12762,4257,It only goes to 2021.,2,negative
12763,4257,Login is slow.,2,negative
12764,4258,Best ai app because it gives free answer.,5,positive
12765,4258,A nd easy to use.,5,positive
12766,4258,Easy search and write what we don't know.,5,positive
12767,4259,Always showing error has occurred.,2,negative
12768,4259,Add option to edit messages.,2,negative
12769,4260,It is like friend and also play games with us like Rock paper and if we send him any sad emoji then he reply sorry which is very funny 😂,5,positive
12770,4261,"Is worse than in browser.. cannot use code interpreter or plugins, basically a useless app at this point Please convince me otherwise",2,negative
12771,4262,extraordinaire what a app just if they add the pics and audios it will be a master piece,5,positive
12772,4263,After I was use google And I am frustrating from google but before I found ChatGPT app it is excellent for the students 😘😘,4,neutral
12773,4264,I can't even sign in.,1,negative
12774,4264,Tried so many times but it don't send me any code number so how am I supposed to sign in!?????,1,negative
12775,4264,And there is no other way too.,1,negative
12776,4265,Chatgpt should have image and diagram generator too because once I asked to generate a diagram but Chatgpt was unable to generate.,5,positive
